x,y,z,vx,vy,vz,ax,ay,az,time
5.586745,0.916653,13.886332,558.674462,91.665301,1388.633232,-4.944622,-0.348357,-40.399833,0.01
11.172996,1.833271,27.768631,558.625091,91.66182,1388.22982,-4.937148,-0.348115,-40.341226,0.02
16.758753,2.749855,41.646901,558.575794,91.658341,1387.826993,-4.929686,-0.347874,-40.282751,0.03
22.344019,3.666403,55.521148,558.526571,91.654865,1387.424748,-4.922237,-0.347633,-40.224407,0.04
27.928793,4.582917,69.391379,558.477423,91.651391,1387.023087,-4.914799,-0.347392,-40.166195,0.05
33.513077,5.499396,83.257599,558.42835,91.64792,1386.622005,-4.907374,-0.347152,-40.108113,0.06
39.09687,6.415841,97.119814,558.37935,91.644451,1386.221504,-4.899962,-0.346912,-40.050161,0.07
44.680175,7.332251,110.97803,558.330424,91.640984,1385.82158,-4.892561,-0.346673,-39.992339,0.08
50.26299,8.248626,124.832252,558.281573,91.63752,1385.422234,-4.885173,-0.346434,-39.934647,0.09
55.845318,9.164967,138.682487,558.232795,91.634058,1385.023463,-4.877797,-0.346195,-39.877083,0.1
61.427159,10.081272,152.528739,558.18409,91.630598,1384.625267,-4.870433,-0.345956,-39.819649,0.11
67.008514,10.997544,166.371016,558.13546,91.627141,1384.227643,-4.863082,-0.345718,-39.762342,0.12
72.589383,11.913781,180.209322,558.086902,91.623686,1383.830592,-4.855742,-0.34548,-39.705164,0.13
78.169767,12.829983,194.043663,558.038418,91.620234,1383.43411,-4.848415,-0.345243,-39.648114,0.14
83.749667,13.746151,207.874045,557.990007,91.616784,1383.038199,-4.841099,-0.345006,-39.59119,0.15
89.329084,14.662284,221.700473,557.941669,91.613336,1382.642855,-4.833796,-0.344769,-39.534394,0.16
94.908018,15.578383,235.522954,557.893404,91.609891,1382.248077,-4.826505,-0.344532,-39.477724,0.17
100.48647,16.494448,249.341493,557.845212,91.606448,1381.853866,-4.819225,-0.344296,-39.42118,0.18
106.064441,17.410478,263.156095,557.797092,91.603007,1381.460218,-4.811958,-0.34406,-39.364763,0.19
111.641931,18.326473,276.966766,557.749045,91.599569,1381.067133,-4.804703,-0.343825,-39.30847,0.2
117.218942,19.242435,290.773512,557.701071,91.596133,1380.67461,-4.797459,-0.34359,-39.252303,0.21
122.795474,20.158362,304.576339,557.653168,91.592699,1380.282648,-4.790227,-0.343355,-39.19626,0.22
128.371527,21.074254,318.375251,557.605338,91.589268,1379.891244,-4.783008,-0.34312,-39.140342,0.23
133.947103,21.990113,332.170255,557.55758,91.585839,1379.500399,-4.7758,-0.342886,-39.084548,0.24
139.522202,22.905937,345.961356,557.509894,91.582413,1379.11011,-4.768604,-0.342652,-39.028878,0.25
145.096825,23.821727,359.74856,557.46228,91.578988,1378.720377,-4.761419,-0.342419,-38.973331,0.26
150.670972,24.737482,373.531872,557.414738,91.575567,1378.331198,-4.754247,-0.342186,-38.917907,0.27
156.244645,25.653204,387.311298,557.367267,91.572147,1377.942571,-4.747086,-0.341953,-38.862605,0.28
161.817843,26.568891,401.086843,557.319867,91.56873,1377.554497,-4.739937,-0.34172,-38.807426,0.29
167.390569,27.484544,414.858513,557.272539,91.565315,1377.166973,-4.7328,-0.341488,-38.752369,0.3
172.962822,28.400163,428.626313,557.225283,91.561902,1376.779999,-4.725674,-0.341256,-38.697434,0.31
178.534603,29.315748,442.390248,557.178097,91.558492,1376.393573,-4.71856,-0.341025,-38.642619,0.32
184.105912,30.231299,456.150325,557.130982,91.555084,1376.007694,-4.711458,-0.340794,-38.587926,0.33
189.676752,31.146816,469.906549,557.083939,91.551679,1375.62236,-4.704367,-0.340563,-38.533353,0.34
195.247121,32.062299,483.658925,557.036966,91.548275,1375.237571,-4.697288,-0.340332,-38.478901,0.35
200.817022,32.977747,497.407458,556.990064,91.544874,1374.853325,-4.69022,-0.340102,-38.424568,0.36
206.386454,33.893162,511.152154,556.943232,91.541476,1374.469622,-4.683164,-0.339872,-38.370355,0.37
211.955419,34.808543,524.893019,556.896471,91.538079,1374.086459,-4.676119,-0.339643,-38.316262,0.38
217.523917,35.72389,538.630057,556.84978,91.534685,1373.703836,-4.669086,-0.339414,-38.262287,0.39
223.091948,36.639203,552.363275,556.803159,91.531293,1373.321752,-4.662064,-0.339185,-38.208431,0.4
228.659515,37.554482,566.092677,556.756609,91.527904,1372.940205,-4.655054,-0.338956,-38.154692,0.41
234.226616,38.469727,579.818269,556.710128,91.524516,1372.559194,-4.648055,-0.338728,-38.101072,0.42
239.793253,39.384938,593.540056,556.663718,91.521131,1372.178719,-4.641068,-0.3385,-38.04757,0.43
245.359427,40.300116,607.258043,556.617377,91.517749,1371.798777,-4.634091,-0.338272,-37.994184,0.44
250.925138,41.215259,620.972237,556.571105,91.514368,1371.419368,-4.627127,-0.338045,-37.940916,0.45
256.490387,42.130369,634.682642,556.524904,91.51099,1371.04049,-4.620173,-0.337818,-37.887764,0.46
262.055175,43.045446,648.389264,556.478771,91.507614,1370.662143,-4.613231,-0.337591,-37.834729,0.47
267.619502,43.960488,662.092107,556.432708,91.50424,1370.284325,-4.6063,-0.337365,-37.781809,0.48
273.183369,44.875497,675.791177,556.386714,91.500869,1369.907035,-4.599381,-0.337139,-37.729005,0.49
278.746777,45.790472,689.48648,556.34079,91.4975,1369.530272,-4.592472,-0.336913,-37.676317,0.5
284.309726,46.705413,703.17802,556.294934,91.494133,1369.154034,-4.585575,-0.336688,-37.623743,0.51
289.872218,47.620321,716.865803,556.249147,91.490768,1368.778321,-4.578689,-0.336463,-37.571284,0.52
295.434252,48.535195,730.549835,556.203429,91.487406,1368.403132,-4.571814,-0.336238,-37.518939,0.53
300.99583,49.450035,744.230119,556.157779,91.484046,1368.028465,-4.56495,-0.336014,-37.466709,0.54
306.556952,50.364842,757.906663,556.112199,91.480688,1367.654319,-4.558098,-0.335789,-37.414592,0.55
312.117618,51.279615,771.579469,556.066686,91.477332,1367.280693,-4.551256,-0.335566,-37.362588,0.56
317.677831,52.194355,785.248545,556.021242,91.473979,1366.907586,-4.544426,-0.335342,-37.310698,0.57
323.23759,53.109061,798.913895,555.975866,91.470628,1366.534997,-4.537606,-0.335119,-37.25892,0.58
328.796895,54.023734,812.575525,555.930558,91.467279,1366.162924,-4.530798,-0.334896,-37.207255,0.59
334.355748,54.938374,826.233438,555.885318,91.463932,1365.791367,-4.524,-0.334674,-37.155702,0.6
339.91415,55.852979,839.887641,555.840146,91.460587,1365.420325,-4.517214,-0.334451,-37.104261,0.61
345.4721,56.767552,853.538139,555.795041,91.457245,1365.049795,-4.510438,-0.334229,-37.052931,0.62
351.0296,57.682091,867.184937,555.750004,91.453905,1364.679778,-4.503674,-0.334008,-37.001713,0.63
356.586651,58.596597,880.82804,555.705035,91.450567,1364.310272,-4.49692,-0.333786,-36.950605,0.64
362.143252,59.511069,894.467453,555.660133,91.447232,1363.941276,-4.490177,-0.333565,-36.899608,0.65
367.699405,60.425508,908.103181,555.615299,91.443898,1363.572789,-4.483446,-0.333345,-36.848722,0.66
373.25511,61.339914,921.735229,555.570532,91.440567,1363.204809,-4.476725,-0.333124,-36.797945,0.67
378.810368,62.254286,935.363602,555.525832,91.437238,1362.837337,-4.470014,-0.332904,-36.747278,0.68
384.36518,63.168625,948.988306,555.481198,91.433911,1362.470369,-4.463315,-0.332684,-36.696721,0.69
389.919547,64.082931,962.609345,555.436632,91.430586,1362.103907,-4.456626,-0.332465,-36.646272,0.7
395.473468,64.997204,976.226724,555.392133,91.427264,1361.737947,-4.449948,-0.332246,-36.595933,0.71
401.026945,65.911443,989.840449,555.3477,91.423944,1361.37249,-4.443281,-0.332027,-36.545702,0.72
406.579978,66.825649,1003.450524,555.303334,91.420626,1361.007535,-4.436625,-0.331808,-36.495579,0.73
412.132569,67.739822,1017.056955,555.259034,91.41731,1360.643079,-4.429979,-0.33159,-36.445564,0.74
417.684717,68.653962,1030.659747,555.2148,91.413996,1360.279122,-4.423344,-0.331372,-36.395656,0.75
423.236423,69.568069,1044.258903,555.170633,91.410684,1359.915664,-4.416719,-0.331155,-36.345856,0.76
428.787688,70.482143,1057.85443,555.126532,91.407375,1359.552702,-4.410106,-0.330937,-36.296163,0.77
434.338513,71.396184,1071.446333,555.082497,91.404068,1359.190236,-4.403502,-0.33072,-36.246577,0.78
439.888899,72.310191,1085.034615,555.038528,91.400763,1358.828265,-4.39691,-0.330504,-36.197097,0.79
445.438845,73.224166,1098.619283,554.994625,91.39746,1358.466788,-4.390328,-0.330287,-36.147724,0.8
450.988353,74.138107,1112.200341,554.950787,91.394159,1358.105804,-4.383756,-0.330071,-36.098456,0.81
456.537423,75.052016,1125.777794,554.907015,91.390861,1357.745311,-4.377195,-0.329855,-36.049294,0.82
462.086056,75.965892,1139.351647,554.863309,91.387564,1357.385308,-4.370645,-0.32964,-36.000237,0.83
467.634253,76.879734,1152.921905,554.819668,91.38427,1357.025795,-4.364105,-0.329424,-35.951285,0.84
473.182014,77.793544,1166.488573,554.776092,91.380978,1356.666771,-4.357575,-0.329209,-35.902438,0.85
478.729339,78.707321,1180.051655,554.732581,91.377688,1356.308234,-4.351056,-0.328995,-35.853695,0.86
484.276231,79.621065,1193.611157,554.689136,91.3744,1355.950184,-4.344547,-0.32878,-35.805057,0.87
489.822688,80.534776,1207.167083,554.645755,91.371114,1355.592618,-4.338049,-0.328566,-35.756522,0.88
495.368713,81.448454,1220.719439,554.60244,91.367831,1355.235537,-4.331561,-0.328353,-35.708091,0.89
500.914305,82.3621,1234.268228,554.559189,91.36455,1354.87894,-4.325083,-0.328139,-35.659763,0.9
506.459465,83.275713,1247.813456,554.516003,91.36127,1354.522824,-4.318616,-0.327926,-35.611539,0.91
512.004194,84.189293,1261.355128,554.472881,91.357993,1354.16719,-4.312159,-0.327713,-35.563417,0.92
517.548492,85.10284,1274.893249,554.429824,91.354718,1353.812036,-4.305713,-0.327501,-35.515398,0.93
523.09236,86.016354,1288.427822,554.386831,91.351445,1353.457361,-4.299276,-0.327288,-35.46748,0.94
528.635799,86.929836,1301.958854,554.343903,91.348175,1353.103165,-4.29285,-0.327076,-35.419665,0.95
534.178809,87.843285,1315.486348,554.301039,91.344906,1352.749445,-4.286434,-0.326865,-35.371951,0.96
539.721392,88.756701,1329.01031,554.258238,91.341639,1352.396202,-4.280029,-0.326653,-35.324339,0.97
545.263547,89.670085,1342.530745,554.215502,91.338375,1352.043434,-4.273633,-0.326442,-35.276828,0.98
550.805275,90.583436,1356.047656,554.172829,91.335113,1351.691139,-4.267248,-0.326231,-35.229418,0.99
556.346577,91.496755,1369.561049,554.130221,91.331852,1351.339318,-4.260873,-0.326021,-35.182108,1
561.887454,92.410041,1383.070929,554.087676,91.328594,1350.987969,-4.254508,-0.325811,-35.134899,1.01
567.427906,93.323294,1396.5773,554.045194,91.325338,1350.637091,-4.248153,-0.325601,-35.08779,1.02
572.967934,94.236515,1410.080167,554.002776,91.322084,1350.286684,-4.241808,-0.325391,-35.04078,1.03
578.507538,95.149703,1423.579534,553.960421,91.318833,1349.936745,-4.235473,-0.325182,-34.99387,1.04
584.046719,96.062859,1437.075407,553.91813,91.315583,1349.587274,-4.229148,-0.324973,-34.947059,1.05
589.585478,96.975982,1450.56779,553.875901,91.312335,1349.238271,-4.222834,-0.324764,-34.900348,1.06
595.123816,97.889073,1464.056687,553.833736,91.30909,1348.889734,-4.216529,-0.324556,-34.853734,1.07
600.661732,98.802132,1477.542104,553.791634,91.305846,1348.541661,-4.210234,-0.324347,-34.80722,1.08
606.199228,99.715158,1491.024044,553.749594,91.302605,1348.194053,-4.20395,-0.324139,-34.760803,1.09
611.736304,100.628152,1504.502513,553.707618,91.299365,1347.846908,-4.197675,-0.323932,-34.714485,1.1
617.272961,101.541113,1517.977515,553.665703,91.296128,1347.500226,-4.19141,-0.323724,-34.668264,1.11
622.8092,102.454042,1531.449055,553.623852,91.292893,1347.154004,-4.185155,-0.323517,-34.62214,1.12
628.34502,103.366938,1544.917138,553.582063,91.28966,1346.808243,-4.17891,-0.323311,-34.576114,1.13
633.880424,104.279803,1558.381767,553.540336,91.286429,1346.462941,-4.172675,-0.323104,-34.530185,1.14
639.41541,105.192635,1571.842948,553.498672,91.2832,1346.118098,-4.16645,-0.322898,-34.484352,1.15
644.949981,106.105434,1585.300685,553.457069,91.279973,1345.773712,-4.160234,-0.322692,-34.438615,1.16
650.484136,107.018202,1598.754983,553.415529,91.276748,1345.429782,-4.154029,-0.322486,-34.392975,1.17
656.017877,107.930937,1612.205846,553.374051,91.273525,1345.086308,-4.147833,-0.322281,-34.347431,1.18
661.551203,108.84364,1625.653279,553.332634,91.270305,1344.743288,-4.141647,-0.322076,-34.301982,1.19
667.084116,109.756311,1639.097286,553.291279,91.267086,1344.400722,-4.13547,-0.321871,-34.256628,1.2
672.616616,110.66895,1652.537872,553.249986,91.263869,1344.058608,-4.129304,-0.321667,-34.21137,1.21
678.148703,111.581556,1665.975042,553.208755,91.260655,1343.716946,-4.123147,-0.321462,-34.166207,1.22
683.680379,112.494131,1679.408799,553.167585,91.257442,1343.375734,-4.117,-0.321258,-34.121138,1.23
689.211644,113.406673,1692.839149,553.126476,91.254231,1343.034973,-4.110862,-0.321055,-34.076163,1.24
694.742498,114.319183,1706.266096,553.085429,91.251023,1342.69466,-4.104735,-0.320851,-34.031283,1.25
700.272943,115.231661,1719.689644,553.044443,91.247816,1342.354795,-4.098616,-0.320648,-33.986496,1.26
705.802978,116.144107,1733.109797,553.003518,91.244612,1342.015377,-4.092508,-0.320445,-33.941803,1.27
711.332605,117.056522,1746.526561,552.962654,91.24141,1341.676405,-4.086409,-0.320243,-33.897204,1.28
716.861823,117.968904,1759.93994,552.92185,91.238209,1341.337878,-4.08032,-0.320041,-33.852697,1.29
722.390634,118.881254,1773.349938,552.881108,91.235011,1340.999795,-4.07424,-0.319839,-33.808284,1.3
727.919038,119.793572,1786.75656,552.840426,91.231814,1340.662156,-4.06817,-0.319637,-33.763963,1.31
733.447036,120.705858,1800.159809,552.799805,91.22862,1340.324958,-4.062109,-0.319435,-33.719734,1.32
738.974629,121.618112,1813.559691,552.759245,91.225428,1339.988202,-4.056058,-0.319234,-33.675598,1.33
744.501816,122.530335,1826.95621,552.718745,91.222237,1339.651887,-4.050016,-0.319033,-33.631553,1.34
750.028599,123.442525,1840.34937,552.678305,91.219049,1339.316011,-4.043984,-0.318833,-33.5876,1.35
755.554979,124.354684,1853.739176,552.637925,91.215863,1338.980573,-4.037961,-0.318632,-33.543739,1.36
761.080955,125.266811,1867.125632,552.597606,91.212678,1338.645574,-4.031948,-0.318432,-33.499969,1.37
766.606528,126.178906,1880.508742,552.557346,91.209496,1338.311011,-4.025944,-0.318233,-33.45629,1.38
772.1317,127.090969,1893.888511,552.517147,91.206316,1337.976884,-4.01995,-0.318033,-33.412701,1.39
777.65647,128.003,1907.264943,552.477007,91.203137,1337.643192,-4.013965,-0.317834,-33.369203,1.4
783.180839,128.915,1920.638042,552.436927,91.199961,1337.309934,-4.007989,-0.317635,-33.325795,1.41
788.704808,129.826968,1934.007813,552.396907,91.196787,1336.977109,-4.002023,-0.317436,-33.282478,1.42
794.228377,130.738904,1947.37426,552.356946,91.193614,1336.644716,-3.996066,-0.317238,-33.23925,1.43
799.751548,131.650808,1960.737388,552.317045,91.190444,1336.312755,-3.990118,-0.317039,-33.196111,1.44
805.27432,132.562681,1974.0972,552.277203,91.187275,1335.981225,-3.984179,-0.316841,-33.153062,1.45
810.796694,133.474522,1987.453701,552.237421,91.184109,1335.650124,-3.97825,-0.316644,-33.110102,1.46
816.318671,134.386332,2000.806896,552.197697,91.180945,1335.319451,-3.97233,-0.316446,-33.067231,1.47
821.840251,135.298109,2014.156788,552.158033,91.177782,1334.989207,-3.96642,-0.316249,-33.024448,1.48
827.361436,136.209856,2027.503382,552.118428,91.174622,1334.659389,-3.960518,-0.316053,-32.981754,1.49
832.882225,137.12157,2040.846682,552.078882,91.171463,1334.329998,-3.954626,-0.315856,-32.939148,1.5
838.402619,138.033253,2054.186692,552.039394,91.168306,1334.001032,-3.948743,-0.31566,-32.89663,1.51
843.922618,138.944905,2067.523417,551.999966,91.165152,1333.67249,-3.942869,-0.315464,-32.8542,1.52
849.442224,139.856525,2080.856861,551.960596,91.161999,1333.344371,-3.937005,-0.315268,-32.811857,1.53
854.961437,140.768113,2094.187027,551.921284,91.158848,1333.016675,-3.931149,-0.315072,-32.769601,1.54
860.480257,141.67967,2107.513921,551.882031,91.1557,1332.689401,-3.925303,-0.314877,-32.727433,1.55
865.998686,142.591196,2120.837547,551.842836,91.152553,1332.362547,-3.919466,-0.314682,-32.685351,1.56
871.516723,143.50269,2134.157908,551.8037,91.149408,1332.036114,-3.913637,-0.314488,-32.643356,1.57
877.034369,144.414153,2147.475009,551.764622,91.146265,1331.710099,-3.907818,-0.314293,-32.601447,1.58
882.551625,145.325584,2160.788854,551.725602,91.143124,1331.384503,-3.902008,-0.314099,-32.559624,1.59
888.068491,146.236984,2174.099447,551.68664,91.139985,1331.059324,-3.896207,-0.313905,-32.517887,1.6
893.584969,147.148352,2187.406793,551.647736,91.136848,1330.734562,-3.890415,-0.313711,-32.476236,1.61
899.101058,148.059689,2200.710895,551.608889,91.133713,1330.410215,-3.884632,-0.313518,-32.434671,1.62
904.616759,148.970995,2214.011758,551.570101,91.130579,1330.086283,-3.878858,-0.313325,-32.39319,1.63
910.132072,149.882269,2227.309385,551.53137,91.127448,1329.762765,-3.873093,-0.313132,-32.351795,1.64
915.646999,150.793513,2240.603782,551.492696,91.124319,1329.43966,-3.867337,-0.312939,-32.310485,1.65
921.16154,151.704725,2253.894952,551.454081,91.121191,1329.116968,-3.861589,-0.312747,-32.269259,1.66
926.675695,152.615905,2267.182899,551.415522,91.118066,1328.794686,-3.855851,-0.312555,-32.228117,1.67
932.189465,153.527055,2280.467627,551.377021,91.114942,1328.472816,-3.850122,-0.312363,-32.18706,1.68
937.702851,154.438173,2293.74914,551.338577,91.11182,1328.151355,-3.844401,-0.312172,-32.146087,1.69
943.215853,155.34926,2307.027443,551.30019,91.1087,1327.830303,-3.838689,-0.31198,-32.105197,1.7
948.728472,156.260316,2320.30254,551.26186,91.105583,1327.509659,-3.832987,-0.311789,-32.064391,1.71
954.240708,157.17134,2333.574434,551.223587,91.102467,1327.189422,-3.827293,-0.311598,-32.023668,1.72
959.752561,158.082334,2346.84313,551.185371,91.099353,1326.869592,-3.821607,-0.311408,-31.983029,1.73
965.264033,158.993296,2360.108632,551.147212,91.09624,1326.550167,-3.815931,-0.311218,-31.942472,1.74
970.775124,159.904228,2373.370943,551.109109,91.09313,1326.231147,-3.810263,-0.311028,-31.901998,1.75
976.285835,160.815128,2386.630069,551.071063,91.090022,1325.912531,-3.804605,-0.310838,-31.861606,1.76
981.796166,161.725997,2399.886012,551.033073,91.086915,1325.594318,-3.798954,-0.310648,-31.821297,1.77
987.306117,162.636835,2413.138777,550.99514,91.083811,1325.276508,-3.793313,-0.310459,-31.78107,1.78
992.81569,163.547642,2426.388368,550.957264,91.080708,1324.959098,-3.78768,-0.31027,-31.740924,1.79
998.324884,164.458418,2439.634789,550.919443,91.077607,1324.64209,-3.782056,-0.310081,-31.70086,1.8
1003.833701,165.369163,2452.878043,550.881679,91.074508,1324.325481,-3.776441,-0.309893,-31.660878,1.81
1009.342141,166.279877,2466.118136,550.84397,91.071411,1324.009271,-3.770835,-0.309705,-31.620977,1.82
1014.850204,167.190561,2479.355071,550.806318,91.068316,1323.69346,-3.765237,-0.309517,-31.581157,1.83
1020.357891,168.101213,2492.588851,550.768721,91.065223,1323.378046,-3.759647,-0.309329,-31.541418,1.84
1025.865203,169.011834,2505.819482,550.731181,91.062131,1323.063028,-3.754067,-0.309142,-31.501759,1.85
1031.37214,169.922425,2519.046966,550.693696,91.059042,1322.748406,-3.748494,-0.308954,-31.462181,1.86
1036.878703,170.832984,2532.271307,550.656266,91.055954,1322.434179,-3.742931,-0.308767,-31.422683,1.87
1042.384892,171.743513,2545.492511,550.618893,91.052868,1322.120347,-3.737376,-0.308581,-31.383265,1.88
1047.890707,172.654011,2558.71058,550.581574,91.049784,1321.806907,-3.73183,-0.308394,-31.343927,1.89
1053.39615,173.564478,2571.925519,550.544312,91.046702,1321.493861,-3.726292,-0.308208,-31.304668,1.9
1058.901221,174.474914,2585.137331,550.507104,91.043622,1321.181206,-3.720762,-0.308022,-31.265489,1.91
1064.405921,175.385319,2598.34602,550.469951,91.040544,1320.868942,-3.715241,-0.307836,-31.226389,1.92
1069.91025,176.295694,2611.551591,550.432854,91.037467,1320.557068,-3.709729,-0.307651,-31.187368,1.93
1075.414208,177.206038,2624.754047,550.395812,91.034392,1320.245584,-3.704225,-0.307466,-31.148426,1.94
1080.917796,178.116351,2637.953391,550.358825,91.03132,1319.934488,-3.69873,-0.307281,-31.109562,1.95
1086.421015,179.026634,2651.149629,550.321892,91.028249,1319.623781,-3.693243,-0.307096,-31.070777,1.96
1091.923865,179.936885,2664.342764,550.285015,91.02518,1319.31346,-3.687764,-0.306911,-31.03207,1.97
1097.426347,180.847106,2677.532799,550.248192,91.022112,1319.003526,-3.682294,-0.306727,-30.993441,1.98
1102.928461,181.757297,2690.719739,550.211423,91.019047,1318.693977,-3.676832,-0.306543,-30.95489,1.99
1108.430208,182.667457,2703.903587,550.174709,91.015983,1318.384812,-3.671379,-0.30636,-30.916417,2
1113.931589,183.577586,2717.084347,550.13805,91.012922,1318.076032,-3.665934,-0.306176,-30.878021,2.01
1119.432603,184.487685,2730.262024,550.101445,91.009862,1317.767635,-3.660497,-0.305993,-30.839702,2.02
1124.933252,185.397753,2743.43662,550.064895,91.006804,1317.459621,-3.655069,-0.30581,-30.80146,2.03
1130.433536,186.30779,2756.60814,550.028398,91.003747,1317.151988,-3.649649,-0.305627,-30.763296,2.04
1135.933456,187.217797,2769.776587,549.991956,91.000693,1316.844736,-3.644237,-0.305445,-30.725207,2.05
1141.433011,188.127773,2782.941966,549.955567,90.99764,1316.537864,-3.638834,-0.305262,-30.687196,2.06
1146.932204,189.037719,2796.104279,549.919233,90.994589,1316.231371,-3.633438,-0.30508,-30.64926,2.07
1152.431033,189.947635,2809.263532,549.882952,90.99154,1315.925257,-3.628052,-0.304899,-30.611401,2.08
1157.9295,190.85752,2822.419727,549.846726,90.988493,1315.619521,-3.622673,-0.304717,-30.573618,2.09
1163.427606,191.767374,2835.572869,549.810553,90.985448,1315.314162,-3.617302,-0.304536,-30.53591,2.1
1168.92535,192.677198,2848.722961,549.774433,90.982404,1315.009179,-3.61194,-0.304355,-30.498278,2.11
1174.422734,193.586992,2861.870006,549.738367,90.979363,1314.704572,-3.606586,-0.304174,-30.460721,2.12
1179.919758,194.496755,2875.01401,549.702355,90.976323,1314.400339,-3.60124,-0.303993,-30.42324,2.13
1185.416421,195.406488,2888.154975,549.666396,90.973285,1314.096481,-3.595902,-0.303813,-30.385833,2.14
1190.912726,196.31619,2901.292905,549.63049,90.970248,1313.792996,-3.590573,-0.303633,-30.348501,2.15
1196.408673,197.225862,2914.427803,549.594638,90.967214,1313.489884,-3.585251,-0.303453,-30.311244,2.16
1201.904261,198.135504,2927.559675,549.558838,90.964181,1313.187143,-3.579938,-0.303273,-30.274061,2.17
1207.399492,199.045116,2940.688523,549.523092,90.96115,1312.884773,-3.574633,-0.303094,-30.236953,2.18
1212.894366,199.954697,2953.81435,549.487399,90.958121,1312.582774,-3.569336,-0.302915,-30.199918,2.19
1218.388884,200.864248,2966.937162,549.451758,90.955093,1312.281145,-3.564047,-0.302736,-30.162957,2.2
1223.883045,201.773769,2980.056961,549.416171,90.952068,1311.979884,-3.558766,-0.302557,-30.12607,2.21
1229.376852,202.683259,2993.17375,549.380636,90.949044,1311.678991,-3.553493,-0.302379,-30.089257,2.22
1234.870303,203.592719,3006.287535,549.345153,90.946022,1311.378466,-3.548228,-0.302201,-30.052517,2.23
1240.3634,204.502149,3019.398318,549.309724,90.943002,1311.078308,-3.542971,-0.302023,-30.01585,2.24
1245.856144,205.411549,3032.506103,549.274346,90.939983,1310.778515,-3.537722,-0.301845,-29.979256,2.25
1251.348534,206.320919,3045.610894,549.239022,90.936967,1310.479088,-3.532481,-0.301668,-29.942735,2.26
1256.840572,207.230258,3058.712694,549.203749,90.933952,1310.180025,-3.527248,-0.301491,-29.906286,2.27
1262.332257,208.139568,3071.811508,549.168529,90.930939,1309.881326,-3.522023,-0.301314,-29.86991,2.28
1267.823591,209.048847,3084.907338,549.133361,90.927927,1309.58299,-3.516806,-0.301137,-29.833606,2.29
1273.314573,209.958096,3098.000188,549.098245,90.924918,1309.285016,-3.511597,-0.30096,-29.797374,2.3
1278.805205,210.867315,3111.090062,549.063181,90.92191,1308.987404,-3.506396,-0.300784,-29.761214,2.31
1284.295486,211.776504,3124.176963,549.028169,90.918904,1308.690153,-3.501202,-0.300608,-29.725126,2.32
1289.785419,212.685663,3137.260896,548.993209,90.915899,1308.393262,-3.496017,-0.300432,-29.689109,2.33
1295.275002,213.594792,3150.341863,548.9583,90.912897,1308.09673,-3.490839,-0.300257,-29.653164,2.34
1300.764236,214.503891,3163.419869,548.923444,90.909896,1307.800557,-3.48567,-0.300081,-29.61729,2.35
1306.253122,215.41296,3176.494916,548.888639,90.906897,1307.504742,-3.480508,-0.299906,-29.581487,2.36
1311.741661,216.321999,3189.567009,548.853885,90.9039,1307.209285,-3.475354,-0.299731,-29.545755,2.37
1317.229853,217.231008,3202.636151,548.819183,90.900904,1306.914184,-3.470207,-0.299557,-29.510093,2.38
1322.717698,218.139987,3215.702345,548.784532,90.89791,1306.619439,-3.465069,-0.299382,-29.474502,2.39
1328.205198,219.048937,3228.765596,548.749933,90.894918,1306.325049,-3.459938,-0.299208,-29.438982,2.4
1333.692352,219.957856,3241.825906,548.715385,90.891928,1306.031014,-3.454815,-0.299034,-29.403531,2.41
1339.17916,220.866745,3254.883279,548.680888,90.888939,1305.737332,-3.4497,-0.29886,-29.368151,2.42
1344.665625,221.775605,3267.937719,548.646442,90.885952,1305.444004,-3.444593,-0.298687,-29.33284,2.43
1350.151745,222.684434,3280.98923,548.612047,90.882967,1305.151028,-3.439493,-0.298514,-29.297599,2.44
1355.637522,223.593234,3294.037814,548.577703,90.879984,1304.858403,-3.434401,-0.298341,-29.262428,2.45
1361.122956,224.502004,3307.083475,548.54341,90.877002,1304.56613,-3.429317,-0.298168,-29.227325,2.46
1366.608048,225.410744,3320.126217,548.509167,90.874022,1304.274207,-3.42424,-0.297995,-29.192292,2.47
1372.092798,226.319455,3333.166043,548.474976,90.871044,1303.982634,-3.419172,-0.297823,-29.157328,2.48
1377.577206,227.228136,3346.202957,548.440834,90.868068,1303.69141,-3.41411,-0.297651,-29.122433,2.49
1383.061274,228.136787,3359.236963,548.406744,90.865093,1303.400534,-3.409057,-0.297479,-29.087606,2.5
1388.545001,229.045408,3372.268063,548.372704,90.86212,1303.110005,-3.404011,-0.297307,-29.052848,2.51
1394.028388,229.953999,3385.296261,548.338714,90.859148,1302.819823,-3.398972,-0.297136,-29.018158,2.52
1399.511436,230.862561,3398.321561,548.304775,90.856179,1302.529988,-3.393942,-0.296965,-28.983537,2.53
1404.994144,231.771093,3411.343966,548.270885,90.853211,1302.240498,-3.388918,-0.296794,-28.948983,2.54
1410.476515,232.679596,3424.363479,548.237046,90.850244,1301.951353,-3.383903,-0.296623,-28.914497,2.55
1415.958547,233.588068,3437.380105,548.203257,90.84728,1301.662552,-3.378895,-0.296452,-28.880079,2.56
1421.440243,234.496512,3450.393846,548.169519,90.844317,1301.374095,-3.373894,-0.296282,-28.845729,2.57
1426.921601,235.404925,3463.404706,548.135829,90.841356,1301.085981,-3.368901,-0.296112,-28.811445,2.58
